id,origin,title,author,description,image
82,Canadian,A Confederation of Valor,Tanya Huff,"In Valor's Choice, Staff Sergeant Torin Kerr and her crew get yanked from a well-deserved shore leave in order to participate in an “easy” mission. They ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-confederation-of-valor/9780756410414_cover/367672988-1-eng-CA/9780756410414_cover_coverbookpage_embed.jpg
83,Canadian,A Conflict of Interest,Barbara Dunlop,"She tried to stay away from him?.More than once, White House PR specialist Cara Cranshaw has considered that reporter Max Gray might want her only because he ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-conflict-of-interest2/9780373732173_cover/420218130-1-eng-CA/9780373732173_cover_coverbookpage_embed.jpg
84,Canadian,A Covenant of Salt,Martine Desjardins,"Since the death of her parents in 1791, Lily McEvoy has lived as a recluse in her isolated Armagh County manor with her two maidservants and Titus, the ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-covenant-of-salt/9780889225664_cover/354833227-1-eng-CA/9780889225664_cover_coverbookpage_embed.jpg
85,Canadian,A Cowboy Comes Home,Barbara Dunlop,"After years of being the black sheep, an unexpected inheritance has finally drawn Caleb Terrell home. But that doesn't mean the cowboy-turned-CEO plans to ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-comes-home2/9780373731473_cover/420115816-1-eng-CA/9780373731473_cover_coverbookpage_embed.jpg
86,Canadian,A Cowboy for the Twins,Carolyne Aarsen,Cowboy DaddyShauntelle Dexter’s twin girls think they’ve found their perfect new dad in cowboy Noah Cosgrove. But how could she ever be interested in the ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-for-the-twins/9781335509291_cover/420058553-1-eng-CA/9781335509291_cover_coverbookpage_embed.jpg
87,Canadian,A Cowboy in Manhattan,Barbara Dunlop,"He is Colorado to the core. And after an unexpected family reunion, Reed Terrell is also an overnight millionaire. But the cattle rancher's biggest surprise is ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-in-manhattan2/9780373731534_cover/419972638-1-eng-CA/9780373731534_cover_coverbookpage_embed.jpg
88,Canadian,A Cowboy in Paradise,Shana Gray,Her island nights are heating up!&nbsp;Losing her luggage was Jimi Calloway's first clue that her friend's Hawaiian destination wedding would be a nightmare. The ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-in-paradise/9780373799602_cover/422780753-1-eng-CA/9780373799602_cover_coverbookpage_embed.jpg
89,Canadian,A Cowboy's Plan,Mary Sullivan,C. J. Wright has a simple strategy for his life. Get his ranch going. Sell the family's candy shop. And fix his relationship with his young son.Nowhere in his ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-s-plan3/9780373716319_cover/420250881-1-eng-CA/9780373716319_cover_coverbookpage_embed.jpg
90,Canadian,A Cowboy's Temptation,Barbara Dunlop,"In this Colorado Cattle Barons novel by USA TODAY bestselling author Barbara Dunlop, a cowboy seduces the enemy&nbsp;Mayor Seth Jacobs has plans, and he won't let ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-s-temptation2/9780373732746_cover/420062358-1-eng-CA/9780373732746_cover_coverbookpage_embed.jpg
91,Canadian,A Cowboy To Come Home To,Donna Alward,Friendship?Melissa Stone has done a fine job of avoiding her former best friend Cooper Ford. She was devastated when she discovered her husband was cheating on ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-to-come-home-to2/9780373742486_cover/419920148-1-eng-CA/9780373742486_cover_coverbookpage_embed.jpg
92,Canadian,Acqua Sacra,Keith Henderson,"Everything seems broken in Suzanna Ricci's life. Only 42, her marriage to Len has disintegrated. Her relationship to their teenage boys, Robin and Logan, is ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/acqua-sacra/9781927599389_cover/325135597-1-eng-CA/9781927599389_cover_coverbookpage_embed.jpg
93,Canadian,A Crack in the Pavement,Georgie Binks,Have you ever wondered what that bag lady on the street is harbouring in her bag? Do you ever wonder how she got there? Sheila Traventi is a happily married ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-crack-in-the-pavement2/9780991966400_cover/95888105-1-eng-CA/9780991966400_cover_coverbookpage_embed.jpg
94,Canadian,A Credit to Your Race,Truman Green,"A longtime resident of Surrey, Truman Green wrote 'A Credit to Your Race' (1973), in which a fifteen-year-old black porter's son falls in love with, and ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-credit-to-your-race/9781897535868_cover/421689884-1-eng-CA/9781897535868_cover_coverbookpage_embed.jpg
95,Canadian,A Crossing of Hearts,Michel Tremblay,"A Crossing of Hearts continues Michel Tremblay’s Desrosiers Diaspora series of novels, a family saga set in Montreal during World War I. August 1915. ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-crossing-of-hearts/9781772010114_cover/419201849-1-eng-CA/9781772010114_cover_coverbookpage_embed.jpg
96,Canadian,Across the Hall,NM Facile,"Sylvia O'Mara has spent the last four years trying to get over her high school sweetheart, who, after breaking off their relationship, left town without any ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/across-the-hall/9781926760827_cover/419746497-1-eng-CA/9781926760827_cover_coverbookpage_embed.jpg
97,Canadian,Act Normal,Greg Hollingshead,A new collection of short fiction from the Governor General’s Literary Award-winning author and Scotiabank Giller Prize finalist Greg Hollingshead.Act Normal ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/act-normal/9781770899704_cover/411714346-1-eng-CA/9781770899704_cover_coverbookpage_embed.jpg
98,Canadian,Act of Evil,Ron Chudley,,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/act-of-evil/9781926741062_cover/325421343-1-eng-CA/9781926741062_cover_coverbookpage_embed.jpg
99,Canadian,A Curious Dream,Kate Pullinger,"Both startling and funny, Kate Pullinger creates stories that probe our relationships, with our friends, with our lovers, and with our family. Richard, who ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-curious-dream/9781770870321_cover/96485688-1-eng-CA/9781770870321_cover_coverbookpage_embed.jpg
100,Canadian,A Daddy for Christmas,Linda Ford,"Cowboy to the Rescue&nbsp;Summoned by two little girls to help their mother in distress, Blue Lyons rushes to rescue widow Clara Weston. When the cowboy discovers ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-daddy-for-christmas2/9780373283309_cover/424084146-1-eng-CA/9780373283309_cover_coverbookpage_embed.jpg
101,Canadian,Adam Buenosayres,Leopoldo Marechal,"A modernist urban novel in the tradition of James Joyce, Adam Buenosayres is a tour-de-force that does for Buenos Aires what Carlos Fuentes did for Mexico City ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/adam-buenosayres/9780773543096_cover/420375835-1-eng-CA/9780773543096_cover_coverbookpage_embed.jpg
102,Canadian,Adam's Peak,Heather Burt,"Runner-up for the 2008 Ethel Wilson Fiction Prize On a stifling August day, six-year-old Clare Fraser and seven-year-old Rudy Vantwest make eye contact from ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/adam-s-peak/9781550026467_cover/425353654-1-eng-CA/9781550026467_cover_coverbookpage_embed.jpg
103,Canadian,Adam's Tree,Gloria Mehlmann,Adam's Tree is a fictional account of life on the Cowesses First Nation in Saskatchewan during the 1940's and 50's.This period in history finds forces like ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/adam-s-tree/9781989274057_cover/360240846-1-eng-CA/9781989274057_cover_coverbookpage_embed.jpg
104,Canadian,A Dangerous Crossing,Ausma Zehanat Khan,"From Ausma Zehanat Khan,critically acclaimed author ofThe Unquiet Dead, comes the devastatingly powerful new thrillerA Dangerous Crossing.For Inspector Esa ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-dangerous-crossing/9781250096760_cover/422083394-1-eng-CA/9781250096760_cover_coverbookpage_embed.jpg
105,Canadian,A Dangerously Sexy Affair,Stefanie London,"Don't miss the second book in The Dangerous Bachelors Club from USA TODAY bestselling author Stefanie London!Ready, player one?&nbsp;Quinn Dellinger is supposed to ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-dangerously-sexy-affair2/9780373798940_cover/420028378-1-eng-CA/9780373798940_cover_coverbookpage_embed.jpg
106,Canadian,A Dangerously Sexy Christmas,Stefanie London,"Assignment: A Hot Holiday Affair!&nbsp;Aspiring jewelry designer Rose Lawson doesn't want a bodyguard. Especially the hot, muscle-y one her father hires after a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-dangerously-sexy-christmas2/9780373798742_cover/420192661-1-eng-CA/9780373798742_cover_coverbookpage_embed.jpg
107,Canadian,A Dangerously Sexy Secret,Stefanie London,"Siren?or Sinner?&nbsp;With her long blond hair and flowy skirts, Rhys Glover's new neighbor is the sexiest woman he's ever seen. He quickly learns she's also ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-dangerously-sexy-secret2/9780373799183_cover/420082710-1-eng-CA/9780373799183_cover_coverbookpage_embed.jpg
108,Canadian,A Dark Adapted Eye,Barbara Vine,"A Dark-Adapted Eye - a prize-winning crime classic by bestselling author Barbara Vine Winner of the Crime Writers' Association Gold Dagger Award 'A rich, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-dark-adapted-eye/9780141040189_cover/335513520-1-eng-CA/9780141040189_cover_coverbookpage_embed.jpg
109,Canadian,A Dark and Promised Land,Nathaniel Poole,A story of adventure and romance set in the wilds of Rupert’s Land in the early 19th century. When Orkneywoman Rose is shipwrecked on the shores of ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-dark-and-promised-land/9781459722002_author/425404275-1-eng-CA/9781459722002_author_coverbookpage_embed.jpg
110,Canadian,A Dark House,Ian Colford,"In Ian Colford's latest collection, people get themselves and those they love into situations awkward and sometimes dangerous, doing what they think is best ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-dark-house/9781771087643_cover/408105047-1-eng-CA/9781771087643_cover_coverbookpage_embed.jpg
111,Canadian,A Dark Lure,Loreth Anne White,"Twelve years ago, Sarah Baker was abducted by the Watt Lake Killer and sexually assaulted for months before managing to escape. The killer was caught, but ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-dark-lure/9781477828731_cover/419626365-1-eng-CA/9781477828731_cover_coverbookpage_embed.jpg
112,Canadian,A Darkness Absolute,Kelley Armstrong,People disappear to Rockton so no-one can find them. But the trouble is people also disappear from Rockton. New York Times and Globe and Mail bestselling ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-darkness-absolute/9780345811882_cover/367623748-1-eng-CA/9780345811882_cover_coverbookpage_embed.jpg
113,Canadian,A Darkness of the Heart,Gail Bowen,"The 18th installment of the bestselling Joanne Kilbourn series from the &quot;queen of Canadian crime fiction&quot; (Winnipeg Free Press).When, at the age of sixty, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-darkness-of-the-heart/9780771009754_cover/369900548-1-eng-CA/9780771009754_cover_coverbookpage_embed.jpg
114,Canadian,A Daughter of No Nation,A.M. Dellamonica,"As soon as Sophie Hansa returned to our world, she is anxious to once again go back to Stormwrack. Unable to discuss the wondrous sights she has seen, and ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-daughter-of-no-nation/9780765334503_cover/375108625-1-eng-CA/9780765334503_cover_coverbookpage_embed.jpg
115,Canadian,Addicted,Charlotte Featherstone,"Friends since childhood, Anais Darnby and Lindsay Markham have long harbored a secret passion for one another. When they finally confess their love, their ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/addicted5/9780373605286_cover/420171144-1-eng-CA/9780373605286_cover_coverbookpage_embed.jpg
116,Canadian,A Deadly Divide,Ausma Zehanat Khan,"From the critically acclaimed author Ausma Zehanat Khan,A Deadly Divide is the devastatingly powerful new thriller featuring beloved series detectives Esa ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-deadly-divide/9781250298287_cover/422370415-1-eng-CA/9781250298287_cover_coverbookpage_embed.jpg
117,Canadian,A Deadly Venture,Chris Laing,"Max Dexter and his easy-on-the-eyes assistant Isabel O?rien are back in the second book of this post-WWII historical mystery series set in Hamilton, Ontario. ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-deadly-venture/9781927079324_cover/213373359-1-eng-CA/9781927079324_cover_coverbookpage_embed.jpg
118,Canadian,A Deal at the Altar,Donna Alward,This convenient arrangement could be so much more!&nbsp;HIRED BY THE COWBOY&nbsp;Alexis Grayson can look after herself?even if she's alone and pregnant. But gorgeous ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-deal-at-the-altar2/9780373601134_cover/420212887-1-eng-CA/9780373601134_cover_coverbookpage_embed.jpg
