title,authors,image,description
"Abundance of the Infinite, The",Christopher Canniff,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/abundance-of-the-infinite-the/9781927443071_cover/400243565-1-eng-CA/9781927443071_cover_coverbookpage_embed.jpg,"Tormented by his wife's decision to abort their child, a psychologist travels to a small coastal fishing town in South America to distance himself from the ..."
A Cadence Creek Christmas,Donna Alward,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cadence-creek-christmas2/9780373742660_cover/420131485-1-eng-CA/9780373742660_cover_coverbookpage_embed.jpg,It's Christmas in Donna Alward's Cadence Creek?&nbsp;Taylor Shepard has come to Cadence Creek to organize her brother's Christmas wedding. Organizing such a special ...
A Case of You,Rick Blechta,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-case-of-you/9781894917681_cover/425330653-1-eng-CA/9781894917681_cover_coverbookpage_embed.jpg,"&quot;She had a voice like an angel, smooth and complex as a twenty-year-old single malt, rich as thick cream. Everyone who heard Olivia sing felt as if she could ..."
A Cast of Falcons,Steve Burrows,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cast-of-falcons/9781459732148_author/425125561-1-eng-CA/9781459732148_author_coverbookpage_embed.jpg,"The threat from above casts a dark shadow.A man falls to his death from a cliff face in western Scotland. From a distance, another man watches. He approaches ..."
Accidental Commando,Ingrid Weaver,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/accidental-commando2/9780373276844_cover/419943028-1-eng-CA/9780373276844_cover_coverbookpage_embed.jpg,A Caribbean island…a honeymoon suite…sexy lingerie. Emily Wright has everything for the perfect honeymoon—except a husband! Although her nuptials are ...
Accidental Eyewitness,Michelle Karl,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/accidental-eyewitness/9781335490568_cover/423987138-1-eng-CA/9781335490568_cover_coverbookpage_embed.jpg,"In a killer’s sights…a lawman at her sideA Mountie Brotherhood storyAfter Ellen Biers witnesses a theft turned homicide, the killer targets her. But her ..."
Accidental Eyewitness,Michelle Karl,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/accidental-eyewitness3/9781335543950_cover/424071976-1-eng-CA/9781335543950_cover_coverbookpage_embed.jpg,"In a killer’s sights…a lawman at her sideA Mountie Brotherhood storyAfter Ellen Biers witnesses a theft turned homicide, the killer targets her. But her ..."
Accordéon,Kaie Kellough,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/accordeon/9781894037839_cover/406754818-1-eng-CA/9781894037839_cover_coverbookpage_embed.jpg,"Finalist for the 2017 Amazon.ca First Novel AwardAccordéon is an experimental novel, a piercing deconstruction of Québécois culture, an ode to Montréal--a ..."
Accounting for Crime,Richard King,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/accounting-for-crime2/9781926716077_cover/95641415-1-eng-CA/9781926716077_cover_coverbookpage_embed.jpg,"Robert Scroyle C.A., is the senior partner at Scroyle, Caitiff, Rudisbe and Spavin. He is married, has a girlfriend or two and is no stranger to a shady tax ..."
Accusation,Catherine Bush,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/accusation/9780864929006_cover/399932365-1-eng-CA/9780864929006_cover_coverbookpage_embed.jpg,"Selected as an Amazon.ca Best Book of 2013, a Canada Reads Top 40 Pick, and a NOW Magazine Book of the YearWhile in Copenhagen, Sara Wheeler, a Toronto ..."
Accusation,Catherine Bush,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/accusation3/9780864928504_cover/420088764-1-eng-CA/9780864928504_cover_coverbookpage_embed.jpg,"Selected as an Amazon.ca Best Book of 2013, a Canada Reads Top 40 Pick, and a NOW Magazine Book of the YearAn accusation, regardless of truth, has its own life ..."
A Chance for the Rancher,Brenda Harlen,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-chance-for-the-rancher2/9781335894366_cover/423782216-1-eng-CA/9781335894366_cover_coverbookpage_embed.jpg,Would you take a risk on a cowboy’s kiss?Dating a single mom? Patrick Stafford would never break that rule…Patrick Stafford trades his suit for a Stetson ...
A Changed Heart,May Agnes Fleming,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-changed-heart2/9781459503731_cover/424995078-1-eng-CA/9781459503731_cover_coverbookpage_embed.jpg,"Romance, suspense, and murder provide the backdrop for this Gothic novel set in mid-Victorian Saint John, New Brunswick, by 19th-century writer May Agnes ..."
A Child Changes Everything,Stella MacLean,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-child-changes-everything3/9780373716555_cover/420168977-1-eng-CA/9780373716555_cover_coverbookpage_embed.jpg,"What do you do when you find out your whole life has been a lie? First the birth mother you believed was dead is, in fact, alive. Then you discover you have a ..."
A Choir of Crows,Candace Robb,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-choir-of-crows/9781780291260_cover/420555442-1-eng-CA/9781780291260_cover_coverbookpage_embed.jpg,"When two bodies are discovered in the grounds of York Minster shortly before the enthronement of the new archbishop, Owen Archer is summoned to investigate. ..."
A Christmas Seduction,Daire St. Denis,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-christmas-seduction2/9780373799268_cover/419970303-1-eng-CA/9780373799268_cover_coverbookpage_embed.jpg,Her first real Christmas &nbsp;Her first real cowboy?&nbsp;Journalist Jolie Duval has escaped her killjoy family in order to enjoy a real down-home Christmas in Montana. ...
A Chronicle of Magpies,Bruce Meyer,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-chronicle-of-magpies/9781926639741_cover/272505735-1-eng-CA/9781926639741_cover_coverbookpage_embed.jpg,"This collection examines the serendipity and spontaneity of history through stories about love, family, and art. Bruce Meyers offers a view that is both ..."
A Circle on the Surface,Carol Bruneau,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-circle-on-the-surface/9781771085922_cover/415682991-1-eng-CA/9781771085922_cover_coverbookpage_embed.jpg,"It's 1943. Enman and Una Greene are newly married. Each is haunted by their respective pasts, and each harbours secrets. They have hopes of a happy life ..."
A City Girl,Margaret Harkness,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-city-girl/9781554812707_cover/425638041-1-eng-CA/9781554812707_cover_coverbookpage_embed.jpg,"In April 1888, Friedrich Engels wrote a letter to the English novelist and journalist Margaret Harkness, expressing his appreciation for her first novel, A ..."
A Colder Kind of Death,Gail Bowen,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-colder-kind-of-death/9780771013171_cover/385316841-1-eng-CA/9780771013171_cover_coverbookpage_embed.jpg,"When a prisoner is shot to death in the exercise yard of a Saskatchewan penitentiary, Joanne Kilbourn finds herself haunted by a part of her past she wished ..."
A Cold Night for Alligators,Nick Crowe,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cold-night-for-alligators/9780307399694_cover/181952366-1-eng-CA/9780307399694_cover_coverbookpage_embed.jpg,"A thrilling Knopf New Face of Fiction debut, A Cold Night for Alligators takes the reader on a breathtaking ride through the seedy, sensual Florida Everglades, ..."
A Cold Night for Alligators,Nick Crowe,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cold-night-for-alligators2/9780307399700_cover/379473629-1-eng-CA/9780307399700_cover_coverbookpage_embed.jpg,"A thrilling Knopf New Face of Fiction debut, A Cold Night for Alligators takes the reader on a breathtaking ride through the seedy, sensual Florida Everglades, ..."
A Cold Season In Shanghai,S.P. Hozy,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cold-season-in-shanghai/9781894917797_cover/425045937-1-eng-CA/9781894917797_cover_coverbookpage_embed.jpg,"A time of turmoil, when destinies were forged… In this searing historical novel by Toronto author S.P. Hozy, set amid the turmoil of early twentieth century ..."
A Cold White Fear,R.J. Harlick,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cold-white-fear2/9781459731998_author/425298601-1-eng-CA/9781459731998_author_coverbookpage_embed.jpg,"Stranded by a blizzard at her isolated cabin, Meg Harris, an escapee from a failed marriage into the remote wilderness, finds herself in a desperate and ..."
A Complicated Kindness,Miriam Toews,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-complicated-kindness2/9780676978568_cover/335907433-1-eng-CA/9780676978568_cover_coverbookpage_embed.jpg,"Sixteen-year-old Nomi Nickel longs to hang out with Lou Reed and Marianne Faithfull in New York City’s East Village. Instead she’s trapped in East Village, ..."
A Complicated Kindness,Miriam Toews,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-complicated-kindness3/9781400025763_cover/22463472-1-eng-CA/9781400025763_cover_coverbookpage_embed.jpg,"Sixteen-year-old Nomi Nickel longs to hang out with Lou Reed and Marianne Faithfull in New York City’s East Village. Instead she’s trapped in East Village, ..."
A Complicated Kindness,Miriam Toews,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-complicated-kindness5/9780735273955_cover/399662791-1-eng-CA/9780735273955_cover_coverbookpage_embed.jpg,"A Penguin Book Club PickThe PHENOMENAL bestseller is available in a stunning new package.Nomi Nickel, a heartbreakingly bewildered and wry young woman, is ..."
A Confederation of Valor,Tanya Huff,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-confederation-of-valor/9780756410414_cover/367672988-1-eng-CA/9780756410414_cover_coverbookpage_embed.jpg,"In Valor's Choice, Staff Sergeant Torin Kerr and her crew get yanked from a well-deserved shore leave in order to participate in an “easy” mission. They ..."
A Conflict of Interest,Barbara Dunlop,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-conflict-of-interest2/9780373732173_cover/420218130-1-eng-CA/9780373732173_cover_coverbookpage_embed.jpg,"She tried to stay away from him?.More than once, White House PR specialist Cara Cranshaw has considered that reporter Max Gray might want her only because he ..."
A Covenant of Salt,Martine Desjardins,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-covenant-of-salt/9780889225664_cover/354833227-1-eng-CA/9780889225664_cover_coverbookpage_embed.jpg,"Since the death of her parents in 1791, Lily McEvoy has lived as a recluse in her isolated Armagh County manor with her two maidservants and Titus, the ..."
A Cowboy Comes Home,Barbara Dunlop,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-comes-home2/9780373731473_cover/420115816-1-eng-CA/9780373731473_cover_coverbookpage_embed.jpg,"After years of being the black sheep, an unexpected inheritance has finally drawn Caleb Terrell home. But that doesn't mean the cowboy-turned-CEO plans to ..."
A Cowboy for the Twins,Carolyne Aarsen,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-for-the-twins/9781335509291_cover/420058553-1-eng-CA/9781335509291_cover_coverbookpage_embed.jpg,Cowboy DaddyShauntelle Dexter’s twin girls think they’ve found their perfect new dad in cowboy Noah Cosgrove. But how could she ever be interested in the ...
A Cowboy for the Twins,Carolyne Aarsen,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-for-the-twins2/9781335427878_cover/419974861-1-eng-CA/9781335427878_cover_coverbookpage_embed.jpg,Cowboy DaddyShauntelle Dexter’s twin girls think they’ve found their perfect new dad in cowboy Noah Cosgrove. But how could she ever be interested in the ...
A Cowboy in Manhattan,Barbara Dunlop,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-in-manhattan2/9780373731534_cover/419972638-1-eng-CA/9780373731534_cover_coverbookpage_embed.jpg,"He is Colorado to the core. And after an unexpected family reunion, Reed Terrell is also an overnight millionaire. But the cattle rancher's biggest surprise is ..."
A Cowboy in Paradise,Shana Gray,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-in-paradise/9780373799602_cover/422780753-1-eng-CA/9780373799602_cover_coverbookpage_embed.jpg,Her island nights are heating up!&nbsp;Losing her luggage was Jimi Calloway's first clue that her friend's Hawaiian destination wedding would be a nightmare. The ...
A Cowboy's Plan,Mary Sullivan,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-s-plan3/9780373716319_cover/420250881-1-eng-CA/9780373716319_cover_coverbookpage_embed.jpg,C. J. Wright has a simple strategy for his life. Get his ranch going. Sell the family's candy shop. And fix his relationship with his young son.Nowhere in his ...
A Cowboy's Temptation,Barbara Dunlop,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-s-temptation2/9780373732746_cover/420062358-1-eng-CA/9780373732746_cover_coverbookpage_embed.jpg,"In this Colorado Cattle Barons novel by USA TODAY bestselling author Barbara Dunlop, a cowboy seduces the enemy&nbsp;Mayor Seth Jacobs has plans, and he won't let ..."
A Cowboy To Come Home To,Donna Alward,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-cowboy-to-come-home-to2/9780373742486_cover/419920148-1-eng-CA/9780373742486_cover_coverbookpage_embed.jpg,Friendship?Melissa Stone has done a fine job of avoiding her former best friend Cooper Ford. She was devastated when she discovered her husband was cheating on ...
Acqua Sacra,Keith Henderson,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/acqua-sacra/9781927599389_cover/325135597-1-eng-CA/9781927599389_cover_coverbookpage_embed.jpg,"Everything seems broken in Suzanna Ricci's life. Only 42, her marriage to Len has disintegrated. Her relationship to their teenage boys, Robin and Logan, is ..."
A Crack in the Pavement,Georgie Binks,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-crack-in-the-pavement2/9780991966400_cover/95888105-1-eng-CA/9780991966400_cover_coverbookpage_embed.jpg,Have you ever wondered what that bag lady on the street is harbouring in her bag? Do you ever wonder how she got there? Sheila Traventi is a happily married ...
A Credit to Your Race,Truman Green,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-credit-to-your-race/9781897535868_cover/421689884-1-eng-CA/9781897535868_cover_coverbookpage_embed.jpg,"A longtime resident of Surrey, Truman Green wrote 'A Credit to Your Race' (1973), in which a fifteen-year-old black porter's son falls in love with, and ..."
A Crossing of Hearts,Michel Tremblay,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/a-crossing-of-hearts/9781772010114_cover/419201849-1-eng-CA/9781772010114_cover_coverbookpage_embed.jpg,"A Crossing of Hearts continues Michel Tremblay’s Desrosiers Diaspora series of novels, a family saga set in Montreal during World War I. August 1915. ..."
Across the Hall,NM Facile,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/across-the-hall/9781926760827_cover/419746497-1-eng-CA/9781926760827_cover_coverbookpage_embed.jpg,"Sylvia O'Mara has spent the last four years trying to get over her high school sweetheart, who, after breaking off their relationship, left town without any ..."
Act Normal,Greg Hollingshead,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/act-normal/9781770899704_cover/411714346-1-eng-CA/9781770899704_cover_coverbookpage_embed.jpg,A new collection of short fiction from the Governor General’s Literary Award-winning author and Scotiabank Giller Prize finalist Greg Hollingshead.Act Normal ...
Act of Evil,Ron Chudley,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/act-of-evil/9781926741062_cover/325421343-1-eng-CA/9781926741062_cover_coverbookpage_embed.jpg,
Act of Evil,Ron Chudley,https://images.49thshelf.com/var/ezflow_site/storage/images/books/a/act-of-evil2/9781926741147_cover/350862404-1-eng-CA/9781926741147_cover_coverbookpage_embed.jpg,
